name,Eligibility,Region,Deadline,Award,Description,Email,Contact Number,link,category,Links,contactDetails
Financial Assistance for Vocational Training of Widows of ESM 2019,Widows of Ex-servicemen,India,Always Open,"One-time aid of up to INR 20,000","The Kendriya Sainik Board Secretariat under Department of Ex-Servicemen Welfare, Ministry of Defence, Government of India invites applications forFinancial Assistance for Vocational Training of Widows of ESM 2019from Widows of Ex-servicemen of rank up to Havaldar or equivalent. The scheme aims to provide financial assistance to widows to settle in life through vocational training and gives the opportunity to win a one-time aid of up toINR 20,000.",ksbwebsitehelpline@gmail.com,011-26715250,http://ksb.gov.in/,monetary,"{'Apply online link': 'http://164.100.158.73/registration.htm', 'Original website': 'http://ksb.gov.in/', 'Latest scholarship link': 'http://ksb.gov.in/vocational-training-of-widows-of-esm.htm'}","Phone: 011-26715250
Email: ksbwebsitehelpline@gmail.com"
Sanskriti - Prabha Dutt Fellowship,Women journalists,India,Always Open,"Scholarship grant worth INR 1,00,000","Sanskriti - Prabha Dutt Fellowshipencourages young women journalists who wish to investigate and research on any topic of contemporary relevance. This fellowship is given every year. The fellows may work on a book or monograph for subsequent publication within the given time frame. The fellowship program runs for 10 months and the fellows are paid a grant ofINR 1,00,000. The work can be executed in Hindi, English or any Regional Language.",fellowships@sanskritifoundation.org,+91 11 2696 3226,http://www.sanskritifoundation.org,monetary,"{'Original website': 'http://www.sanskritifoundation.org', 'Apply online link': 'http://www.sanskritifoundation.org/prabha-dutt-fellowship.htm'}","Sanskriti Foundation
C-11, Qutab Institutional Area
New Delhi-110 016
Phone: +91 11 2696 3226
Email: fellowships@sanskritifoundation.org"
Telangana Pre-Matric Scholarships For SC/ST/BC/Disabled Welfare 2023-24,Classes 5 to 10 students,India,Closed,Scholarship and other grants,"Telangana Pre-Matric Scholarships For SC/ST/BC/Disabled Welfare 2023-24 is an initiative of the Government of Telangana for students from Classes 5 to 10. The aim of this scheme is to minimize the incidence of drop-out, especially during the transition from the elementary to the secondary stage and improve the participation of SC students in the Pre-Matric stage. The selected candidates will receive a scholarship up to INR 3,500 and other allowance.",help.telanganaepass@cgg.gov.in,Null,https://telanganaepass.cgg.gov.in/,monetary,"{'Original website': 'https://telanganaepass.cgg.gov.in/', 'Apply online link': 'https://telanganaepass.cgg.gov.in/PrematricSsbRegistration.do', 'Latest scholarship link': 'https://telanganaepass.cgg.gov.in/PrematricLinks.do'}","e-PASS
Project Monitoring Unit
SPIU, Ground Floor
Damodaram Sanjeevaiah Sankshema Bhavan (DSS Bhavan)
Opposite Chacha Nehru Park, Masab Tank, Hyderabad
Email Id - help.telanganaepass@cgg.gov.in
Phone Number - (040)-23390228, (040)-23120311, (040)-23120312"
IIT Madras Post Doctoral Fellowship for women with Break in career,PhD degree holder Women,India,Always Open,"Monthly Stipend of INR 35,000 and other benefits",IIT Madras Post Doctoral Fellowship is inviting applications from women holding a PhD degree with a break in their career. The fellowship aims at providing them with an opportunity to restart their career in the field of research which they had to leave due to any personal/professional reason.,Null,Null,https://www.iitm.ac.in/,monetary,"{'click here': 'https://www.iitm.ac.in/sites/default/files/notices/guideline_for_post_doctoral_fellowship_for_women_with_break_in_career_0.pdf', 'Apply online link': 'https://www.iitm.ac.in/content/post-doctoral-fellowship-iit-madras', 'Original website': 'https://www.iitm.ac.in/'}","Indian Institute of Technology Madras
IIT P.O., Chennai 600 036"
Women Scientists Scheme (WOS-A),Women scientists between 27 and 57 years of age,India,Always Open,"Fellowship of up to INR 55,000",Women Scientists Scheme (WOS-A) invites applications from women scientists and technologists between 27 and 57 years of age for pursuing research in the fields of basic/applied sciences in the frontier areas of science and engineering. The scheme aims at providing opportunities to women scientists who are desirous of returning to the mainstream science and work as bench-level scientists.,chander.m@nic.in,011-26590355,http://www.dst.gov.in,monetary,"{'Apply online link': 'http://online-wosa.gov.in:8080/wosa/public/doWelcome.action#', 'Original website': 'http://www.dst.gov.in', 'Latest scholarship link': 'http://www.dst.gov.in/scientific-programmes/scientific-engineering-research/women-scientists-programs'}","Shri Chander Mohan
Head,
Department of Science and Technology,
Technology Bhawan
New Delhi - 110 016
Phone: 011-26590355
Email: chander.m@nic.in
Dr Vandana Singh
Scientist D,
Department of Science and Technology,
Technology Bhawan
New Delhi - 110 016
Phone: 011-26590675
Email: vandana.singh@nic.in
Mrs Namita Gupta
Scientist F,
Department of Science and Technology,
Technology Bhawan
New Delhi - 110 016
Phone: 011-26590371
Email: namita@nic.in"
Sanskriti - Kalakriti Fellowship,Artists in the age group of 25 to 40,India,Always Open,"Up to INR 50,000","The Sanskriti Pratishthan invites applications for its annual Sanskriti - Kalakriti Fellowship in Performing Arts from young performing artists who wish to contribute towards enriching their respective art form. The purpose of the Fellowship is to encourage young artists to develop their potential and enhance their skills through intensive practice and or incorporating different facets of their art. The fellowship provides an opportunity to win a scholarship worth INR 50,000 to the fellows.",fellowships@sanskritifoundation.org,+91 11 2696 3226,http://www.sanskritifoundation.org/,monetary,"{'Apply online link': 'http://www.sanskritifoundation.org/Kalakriti-Fellowship.htm', 'Original website': 'http://www.sanskritifoundation.org/'}","Sanskriti Foundation
C-11, Qutab Institutional Area
New Delhi-110 016
Phone: +91 11 2696 3226
Email: fellowships@sanskritifoundation.org"
Sanskriti - Madhobi Chatterji Memorial Fellowship,Indian Classical Music and Dance artists,India,Always Open,Up to INR 1 Lakh,The Sanskriti Foundation invites applications for its annual Smt. Madhobi Chatterji Memorial Fellowship in Indian Classical Music and Dance from young artists who wish to contribute towards enriching the art form. The objective of the Fellowship is to encourage promising artists to develop their potential and enhance their skills by providing them the resources and time to dedicate to the art. The fellowship carries a reward ofINR 1 Lakh.,fellowships@sanskritifoundation.org,+91 11 2696 3226,http://www.sanskritifoundation.org/,monetary,"{'Original website': 'http://www.sanskritifoundation.org/', 'Apply online link': 'http://www.sanskritifoundation.org/Madhobi-Chatterji-Memorial.htm'}","Sanskriti Foundation
C-11, Qutab Institutional Area
New Delhi-110 016
Phone: +91 11 2696 3226
Email: fellowships@sanskritifoundation.org"
Sanskriti - Geddes Scholarship,Planning and architecture students,India,Always Open,Scholarship worth INR 45000,"Sanskriti - Geddes Scholarshipis inviting applications for the study of the methodology and principles of Geddes town planning from students of planning and architecture/young professionals. The objective of the scholarship is to promote and advance interest in and understanding of Patrick Geddes principles of town planning. This scholarship will provide an opportunity to create awareness among young planners and architects of Geddes’ principle of place, work and folk. The selected applicants will receive a scholarship worth INR 45000 for 6 months. The candidates may be invited to present the findings in a seminar in Delhi.",fellowships@sanskritifoundation.org,Null,http://www.sanskritifoundation.org/,monetary,"{'Apply online link': 'http://www.sanskritifoundation.org/Geddes-Fellowship.htm', 'Original website': 'http://www.sanskritifoundation.org/'}","Sanskriti Foundation
C-11, Qutab Institutional Area
New Delhi-110 016
Email: fellowships@sanskritifoundation.org"
Monash International Leadership Scholarship 2020,Undergraduate or postgraduate degree applicants,Australia,Always Open,100% course fees remittance,"Monash University, Australia invites applications for Monash International Leadership Scholarship 2020 from undergraduate and postgraduate (coursework) degree applicants. Through this scholarship, the University is looking for potential students who can turn out to be its ambassadors. Four students selected per year will get their 100% course fees paid under this scholarship scheme.",Null,1800 666 274,https://www.monash.edu/,mixed,"{'click here': 'https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship/monash-international-leadership-scholarship-5571Z?international=true', 'Latest scholarship link': 'https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship/monash-international-leadership-scholarship-5571Z?international=true#scholarship-details', 'Original website': 'https://www.monash.edu/', 'Apply online link': 'https://docs.google.com/forms/d/e/1FAIpQLSfgqQA20MmcS9tu1az8IEK9CJcnFTBEDy7oTVTPZsmjMcLHaw/viewform?fbzx=-7284736324013076242'}","Monash University
Victoria 3800
Australia
Phone: 1800 666 274, +61 3 9903 4788"
SERB International Travel Scheme (ITS) 2020,PhD students,India,Always Open,"INR 50,000 or Actual registration fee, whichever is less","Science and Engineering Research Board, Government of India invites applications for SERB International Travel Scheme (ITS) 2020 from Indian researchers. This scheme aims to provide financial assistance of Indian researchers for presenting a research paper in an international scientific event (conference, seminar, workshop etc.) held abroad. Selected scholars will get economy class air-fare by the shortest route from Air India, airport-tax and visa fees and registration fee as per actual or INR 50,000/- whichever is less.",response@serb.gov.in,Null,http://serbonline.in/SERB/HomePage.do,monetary,"{'Original website': 'http://serbonline.in/SERB/HomePage.do', 'Apply online link': 'https://serbonline.in/SERB/its', 'Click here': 'https://serbonline.in/SERB/its'}","Science and Engineering Research Board (SERB)
5 & 5A, Lower Ground Floor,
Vasant Square Mall
Sector-B, Pocket-5,Vasant Kunj
New Delhi - 110 070
Phone: 011–40000398
Email: response@serb.gov.in"
Jawaharlal Nehru Memorial Fund Fellowships,"Writers, Journalists, Artists, Civil Servants, Scholars of every discipline",India,Always Open,"INR 1,00,000 per month for 2 years and other awards","Jawaharlal Nehru Memorial Fund invites applications for Jawaharlal Nehru Fellowship from scholars of every discipline including science and humanities. The fellowship also covers writers, artists, journalists and civil servants. It allows scholars to undertake projects of highly technical and sophisticated subjects and to study in-depth the current problems of India.",jnmf@bol.net.in,+91-11-23013641,http://www.jnmf.in/,monetary,"{'Apply online link': 'http://www.jnmf.in/fapply.html', 'Original website': 'http://www.jnmf.in/', 'Latest scholarship link': 'http://www.jnmf.in/fabout.html', 'Others': 'http://www.jnmf.in/fform.html'}","Administrative Secretary
Jawaharlal Nehru Memorial Fund
Teen Murti House
New Delhi-110 011
Phone:
+91-11-23013641, +91-11-23017173, +91-11-23018087, +91-11-23015897
Fax:
+91-11-23011102
Email:
jnmf@bol.net.in"
"University of Wollongong India Bursary, Australia 2020","Graduation, post graduation",Australia,Always Open,Up to 20% fee waiver,"University of Wollongong, Australia invites applications for University of Wollongong India Bursary, Australia 2020. This bursary aims to support the needy Indian students enrolled in the university in several undergraduate and post-graduate programs. Selected students will receive 10% fee reduction for undergraduate programs and 20% fee reduction for post-graduate programs.",Null,1300 367 869,https://www.uow.edu.au/,tuition_waiver,"{'Original website': 'https://www.uow.edu.au/', 'Latest scholarship link': 'https://www.uow.edu.au/study/scholarships/international/', 'Apply online link': 'https://www.uow.edu.au/study/scholarships/international/india-bursary/'}","Northfields Ave Wollongong,
NSW 2522, Australia
Phone:
1300 367 869"
UTS Science International Postgraduate Coursework Scholarship for Excellence 2020,Postgraduate coursework applicants,Australia,Always Open,"AUD 5,000","The University of Technology, Sydney (UTS) invites applications for UTS Science International Postgraduate Coursework Scholarship for Excellence 2020 from postgraduate coursework aspirants. The scholarship is aimed to provide support to the commencing postgraduate students at the Faculty of Science of the university. Selected candidates will get financial assistance of AUD 5,000 for the tuition fees of the first session of study.",Julia.Shelley@uts.edu.au,+61 9514 7561,https://www.uts.edu.au,other,"{'click here': 'https://www.uts.edu.au/sites/default/files/scholarship-attachments/322970_%24S1_RSPRWD_2018%20SCI_IntPGScholarshipForExcellence_CoA_PUBLISHED.pdf', 'Original website': 'https://www.uts.edu.au', 'Latest scholarship link': 'https://www.uts.edu.au/scholarship/uts-science-international-postgraduate-coursework-scholarship-excellence', 'Others': 'https://www.uts.edu.au/sites/default/files/scholarship-attachments/322970_%24S1_RSPRWD_2018%20SCI_IntPGScholarshipForExcellence_CoA_PUBLISHED.pdf'}","Julia Shelley
International Development Manager
Faculty of Science
Phone: +61 9514 7561
Email: Julia.Shelley@uts.edu.au"
Mani Mann Fellowship 2018,Young musicians of 25 to 40 years,India,Always Open,INR 100000,Mani Mann Fellowship 2018 is a fellowship for the young musician of age group 25 to 40 years. The duration of this fellowship will be 1 year in which applicant has to live with the guru and take guidance from him only.,Null,Null,http://www.sanskritifoundation.org/Mani-Mann-Fellowship.htm,monetary,{'Apply online link': 'http://www.sanskritifoundation.org/Mani-Mann-Fellowship.htm'},Null
