name,Eligibility,Region,Deadline,Award,Description,Email,Contact Number,link,category,Links,contactDetails
Netarhat Vidyalaya Entrance Examination 2024-25,Class 5 passed students of Jharkhand,India,Closed,Educational support and other schooling facilities,Netarhat Vidyalaya Entrance Examination 2024-25 is a single-level exam conducted in two two-hour shifts at the divisional level. Netarhat Vidyalaya administers this exam for admission to Class 6 of Netarhat Residential School for healthy boys aged 10 to 12 years for the 2024-25 academic session. The school offers the selected students educational support services and access to other schooling facilities.Source:Netarhat Vidyalaya,Null,6201750193,https://www.netarhatvidyalaya.com/,other,"{'Latest scholarship link': 'https://www.netarhatvidyalaya.com/master_login/dashboard/assest/file/22_07_2024_advt_net_2425_nvs_nw.pdf', 'Apply online link': 'https://www.netarhatvidyalaya.com/'}","Netarhat Vidyalaya
Netarhat, Birjiatoli,
Jharkhand - 835218
Phone Number:
6201750193; 7545900666"
"Merit Scholarships for EBC Students, Maharashtra 2024-25",Class 11 or 12 students,India,Closed,Up to ₹160 per month for 10 months,"Open Merit Scholarships for EBC Students, Maharashtra 2024-25 is an initiative of the School Education and Sports Department, Government of Maharashtra, to provide financial assistance to Economically Backward Classes (EBC) category students studying in Class 11 or 12. The key objective of the scholarship is to enable students to continue higher education. The selected students will receive a scholarship amount of up to ₹160 per month for 10 months.Source:Aaple Sarkar DBT Portal",educom-mah@mah.gov.in,9665568500,https://mahadbt.maharashtra.gov.in/,monetary,"{'Apply online link': 'https://mahadbt.maharashtra.gov.in/SchemeData/SchemeData?str=E9DDFA703C38E51AB6EDCD4985FE7C3A', 'Latest scholarship link': 'https://mahadbt.maharashtra.gov.in/PDF/28.pdf', 'Original website': 'https://mahadbt.maharashtra.gov.in/'}","School Education and Sports Department, Government of Maharashtra
Email ID:
educom-mah@mah.gov.in
| Phone Number: (
+91) 9665568500, 8373916657, 7838793125"
"DTE Rajarshi Chhatrapati Shahu Maharaj Shikshan Shulkh Shishyavrutti Yojna (EBC) Students, Maharashtra 2024-25","Students enrolled in diploma, degree, postgraduate and professional courses",India,Closed,Up to 100% tuition and exam fees,"DTE Rajarshi Chhatrapati Shahu Maharaj Shikshan Shulk Shishyavrutti Yojana (EBC) for Maharashtra Students, 2024-25 is an initiative of the Maharashtra State Department of Technical Education aimed at providing financial assistance to EBC students admitted to diploma, degree, or postgraduate professional courses through the Centralized Admission Process (CAP). The scheme seeks to alleviate the financial burden on students pursuing higher education. Selected students will receive up to 100% of their tuition and exam fees.Source:Aaple Sarkar DBT Portal",Null,Null,https://mahadbt.maharashtra.gov.in/Home/Index,tuition_waiver,"{'Apply online link': 'https://mahadbt.maharashtra.gov.in/SchemeData/SchemeData?str=E9DDFA703C38E51AA54D7A32E4C3B30A', 'Original website': 'https://mahadbt.maharashtra.gov.in/Home/Index', 'Latest scholarship link': 'https://mahadbt.maharashtra.gov.in/PDF/24.pdf'}","Directorate Of Technical Education, Government of Maharashtra
3, Mahapalika Marg, Post Box No.1967,
Opp. Metro Cinema, Mumbai – 400 001
Phone Number:
(022) 22641150, 22641151, 22620601, 22690602"
"Assistance to Meritorious Students Scholarship - Senior Level, Maharashtra 2024-25",Students studying in Class 11 and above,India,Closed,"Scholarship up to ₹72,000 per annum","Assistance to Meritorious Students Scholarship - Senior Level, Maharashtra 2024-25 is an initiative of the Directorate of Higher Education (DHE), Government of Maharashtra. It provides financial assistance to students who have passed Class 12 and wish to pursue higher education. Selected students will receive a scholarship ranging from ₹2,800 to ₹72,000, depending on the course.Source:Aaple Sarkar DBT Portal",Null,Null,https://mahadbt.maharashtra.gov.in/,monetary,"{'Apply online link': 'https://mahadbt.maharashtra.gov.in/SchemeData/SchemeData?str=E9DDFA703C38E51A581B0F1DB8A46333', 'Original website': 'https://mahadbt.maharashtra.gov.in/'}","Directorate of Higher Education (DHE), Government of Maharashtra
411, Fourth Floor, Mantralaya Annex,
Madam Cama Road, Nariman Point,
Mumbai - 400032
Phone Number: (
022)-22025301"
"Grant of Additional Scholarship to OBC Students for Higher Studies, Andaman & Nicobar 2024-25",Class 10 or 12 passed OBC students of Andaman & Nicobar,India,Closed,"A scholarship of ₹1,000 per month for 10 months","Grant of Additional Scholarship to OBC Students for Higher Studies, Andaman & Nicobar 2024-25 is an initiative of the Directorate of Social Welfare, Andaman & Nicobar Administration, aimed at providing financial assistance to OBC category students of the Union Territory of Andaman & Nicobar. The scheme is designed to support students who have completed Class 10 or 12 and are pursuing higher education. Selected candidates will receive a monthly scholarship of ₹1,000 for 10 months.Source:National Scholarship Portal",Null,Null,https://scholarships.gov.in/,monetary,"{'Others': 'https://scholarships.gov.in/public/schemeGuidelines/Andaman/3027_F.pdf', 'Apply online link': 'https://scholarships.gov.in/'}","Directorate of Social Welfare
Andaman and Nicobar Administration
Goalghar, Port Blair, South Andaman,
Andaman and Nicobar Islands - 744101"
"Pre-Matric Scholarship for Class 5 to 10, Maharashtra 2024",SC students studying in Classes 5 to 10,,Closed,Up to ₹100 per month (for 10 months),"Pre-Matric Scholarship for Class 5 to 10, Maharashtra 2024  is an initiative by the Social Justice and Special Assistance, Government of Maharashtra, for SC category students studying in Classes 5 to 10  at government or private institutions. The selected students will receive a monthly scholarship of up to ₹100 per month for 10 months.Source:Aaple Sarkar DBT Portal",min.socjustice@maharashtra.gov.in,022-22843665,https://mahadbt.maharashtra.gov.in/,monetary,"{'Apply online link': 'https://mahadbt.maharashtra.gov.in/SchemeData/SchemeData?str=E9DDFA703C38E51A1A036BC29D2FDCCA', 'Latest scholarship link': 'https://mahadbt.maharashtra.gov.in/SchemeData/SchemeData?str=E9DDFA703C38E51A1A036BC29D2FDCCA', 'Original website': 'https://mahadbt.maharashtra.gov.in/'}","Social Justice and Special Assistance, Government of Maharashtra
1st Floor, Annex Building,
Mantralay, Madam Cama Road,
Hutatma Rajguru Chowk,
Nariman Point, Mumbai - 400032
Email ID:
min.socjustice@maharashtra.gov.in |
Phone Number:
022-22843665, 220231652"
"State Government Daxshina Adhichatra Scholarship, Maharashtra 2024-25",Students pursuing postgraduate courses in designated institutions,India,Closed,₹250 per month,"State Government Daxshina Adhichatra Scholarship, Maharashtra 2024-25 is an initiative of the Directorate of Higher Education (DHE), Government of Maharashtra to provide financial assistance to postgraduate students studying in government institutions, colleges, and non-agricultural universities. A total of 76 students will receive ₹250 per month. This includes 54 students from 10 government institutes and colleges and 22 students from 6 non-agricultural universities.Source:Aaple Sarkar DBT Portal",Null,Null,https://mahadbt.maharashtra.gov.in/Home/Index,monetary,"{'Apply online link': 'https://mahadbt.maharashtra.gov.in/SchemeData/SchemeData?str=E9DDFA703C38E51A0D2D93F9CF99BD37', 'Latest scholarship link': 'https://mahadbt.maharashtra.gov.in/PDF/20.pdf', 'Original website': 'https://mahadbt.maharashtra.gov.in/Home/Index'}","Directorate of Higher Education (DHE), Government of Maharashtra
411, Fourth Floor, Mantralaya Annex,
Madam Cama Road, Nariman Point,
Mumbai - 400032
Phone Number:
(022)-22025301"
"Eklavya Scholarship, Maharashtra 2024-25","Graduate students from Law, Commerce, Science & Arts",India,Closed,"A one-time financial grant of ₹5,000","Eklavya Scholarship, Maharashtra 2024-25 is an opportunity offered by the Directorate of Higher Education, Government of Maharashtra to provide financial assistance to graduates in Law, Arts, Commerce, and Science streams who have been admitted to postgraduate degree courses. Selected scholars will receive a one-time merit-based financial assistance of ₹5,000.Source:Aaple Sarkar DBT Portal",Null,Null,https://mahadbtmahait.gov.in,monetary,"{'Original website': 'https://mahadbtmahait.gov.in', 'Latest scholarship link': 'https://mahadbt.maharashtra.gov.in/PDF/16.pdf', 'Apply online link': 'https://mahadbt.maharashtra.gov.in/SchemeData/SchemeData?str=E9DDFA703C38E51AB0BE07C3EC756406'}","Directorate of Higher Education (DHE), Government of Maharashtra
411, Fourth Floor, Mantralaya Annex,
Madam Cama Road, Nariman Point,
Mumbai - 400032
Phone Number: (
022)-22025301"
"Education Concession to the Children of Ex-Servicemen, Maharashtra 2024-25",Children/wife/widow of ex-servicemen pursuing higher education,India,Closed,"100% waiver of fees incurred for admission, semester exams, library, and laboratory","Education Concession to the Children of Ex-Servicemen, Maharashtra 2024-25 is an initiative of the Directorate of Higher Education, the Government of Maharashtra to provide financial aid to children of ex-servicemen pursuing higher education. The selected students will receive a 100% waiver of fees incurred on admission, semester exams, and library including the laboratory fees.Source:Aaple Sarkar DBT Portal",Null,Null,https://mahadbt.maharashtra.gov.in,tuition_waiver,"{'Latest scholarship link': 'https://mahadbt.maharashtra.gov.in/PDF/15.pdf', 'Original website': 'https://mahadbt.maharashtra.gov.in', 'Apply online link': 'https://mahadbt.maharashtra.gov.in/SchemeData/SchemeData?str=E9DDFA703C38E51ADB0E651ACBFBD0AB'}","Directorate of Higher Education, Government of Maharashtra
411, Fourth Floor, Mantralaya Annex,
Madam Cama Road, Nariman Point,
Mumbai - 400032
Phone Number:
(022)-22025301"
"Education Fee Reimbursement Scheme for Open Category Students, Maharashtra 2024-25","Open category students pursuing MBBS, BDS and PG Medical (MD/MS) degree courses",India,Closed,Reimbursement of institute's FRA approved fees,"Education Fee Reimbursement Scheme for Open Category Students, Maharashtra 2024-25 is an initiative of the Directorate of Medical Education Research, Government of Maharashtra, to provide financial assistance to students belonging to the open category and pursuing MBBS, BDS, postgraduate medical (MD/MS) degree courses. The selected students will receive reimbursement of the institute's FRA-approved fees.Source:Aaple Sarkar DBT Portal",Null,Null,https://mahadbt.maharashtra.gov.in/Home/Index,mixed,"{'Apply online link': 'https://mahadbt.maharashtra.gov.in/SchemeData/SchemeData?str=E9DDFA703C38E51A0789217992448C2E', 'Latest scholarship link': 'https://mahadbt.maharashtra.gov.in/PDF/85.pdf', 'Original website': 'https://mahadbt.maharashtra.gov.in/Home/Index'}","Directorate of Medical Education Research, Government of Maharashtra"
"Government Vidyaniketan Scholarship, Maharashtra 2024-25",Class 10 passed students from Government Vidhyaniketan,India,Closed,₹100 per month,"Government Vidyaniketan Scholarship, Maharashtra 2024-25, is offered by the Directorate of Higher Education (DHE) to provide financial aid to students who completed Class 10 from Government Vidyaniketan schools and are now pursuing post-matric studies. Selected students receive a monthly scholarship of ₹100.Source:Aaple Sarkar DBT Portal",Null,Null,https://mahadbt.maharashtra.gov.in/Home/Index,monetary,"{'Others': 'https://mahadbt.maharashtra.gov.in/PDF/19.pdf', 'Original website': 'https://mahadbt.maharashtra.gov.in/Home/Index', 'Apply online link': 'https://mahadbt.maharashtra.gov.in/SchemeData/SchemeData?str=E9DDFA703C38E51AEC62CC61F6C26609'}","Directorate of Higher Education (DHE), Government of Maharashtra
411, Fourth Floor, Mantralaya Annex,
Madam Cama Road, Nariman Point,
Mumbai - 400032
Phone Number:
(022)-22025301"
"State Competitive Scholarship Examination for Class 5 and 8, Manipur 2024-25",Students who have passed Class 5 or Class 8 in the previous year from institution/school in Manipur,India,Closed,₹400 per month for 3 years to Class 5 students | ₹650 per month for 2 years to Class 8 students,"State Competitive Scholarship Examination for Class 5 and 8, Manipur 2024-25 is an opportunity offered by the Government of Manipur and implemented by the Department of Education, Manipur for students studying in Class 5 and 8 of the state. Students in Class 5 will receive a monthly scholarship of ₹400 for three years, while Class 8 students will receive ₹650 per month for two years.Source:National Scholarship Portal",contact@manipureducation.gov.in,Null,https://scholarships.gov.in/,monetary,"{'Latest scholarship link': 'http://file:///C:/Users/Buddy4Study/Downloads/State-Competitive-Scholarship-Examination-for-Class-V-VIII-2023-24.pdf', 'Apply online link': 'https://scholarships.gov.in/'}","Directorate of Education (S), Lamphelpat, Imphal West
Email ID:
contact@manipureducation.gov.in, minister.edu-mn@nic.in |
Phone Number
: (0385)-2451007 |
Fax Number:
(0385)-2461007"
